name,playcount,listeners,mbid,url,streamable,tags
Aqua,9591458,829881,c2aa7d6f-ea94-4ee1-b138-deab27b280d3,https://www.last.fm/music/Aqua,0,"pop, dance, eurodance"
Culture Club,6538335,829403,81435053-e1a2-48a4-adfd-e89f310c7b38,https://www.last.fm/music/Culture+Club,0,"80s, new wave, pop"
10cc,7459258,829149,f37c537b-3557-4031-bfd6-ab63ced32854,https://www.last.fm/music/10cc,0,"classic rock, rock, 70s"
REO Speedwagon,7526539,827957,bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1,https://www.last.fm/music/REO+Speedwagon,0,"classic rock, rock, 80s"
Starsailor,11148865,825819,fbd86487-ccb5-4a57-a860-cc3d360b5115,https://www.last.fm/music/Starsailor,0,"indie, britpop, rock"
Matt Nathanson,11612541,825015,e28dbf43-a2d9-4651-908f-1879ad67d30e,https://www.last.fm/music/Matt+Nathanson,0,"singer-songwriter, acoustic, indie"
Rudimental,14554186,824935,b09ced80-aa65-43c1-9aa7-58b1e982eada,https://www.last.fm/music/Rudimental,0,"seen live, Drum and bass, dubstep"
Amos Lee,11581926,823663,332228ce-fe8c-4a5e-90e0-e1361553e5ff,https://www.last.fm/music/Amos+Lee,0,"singer-songwriter, folk, soul"
Matisyahu,19596568,822753,e8993e9d-9313-4447-ad23-791459a3790d,https://www.last.fm/music/Matisyahu,0,"reggae, jewish, Hip-Hop"
Haddaway,5146091,821671,6508cf1d-4da2-4d71-81ec-0e072338991f,https://www.last.fm/music/Haddaway,0,"dance, eurodance, 90s"
Infected Mushroom,43080195,820435,eab76c9f-ff91-4431-b6dd-3b976c598020,https://www.last.fm/music/Infected+Mushroom,0,"psytrance, electronic, psychedelic"
Róisín Murphy,20894652,820239,4c56405d-ba8e-4283-99c3-1dc95bdd50e7,https://www.last.fm/music/R%C3%B3is%C3%ADn+Murphy,0,"electronic, female vocalists, dance"
Method Man,10284442,820044,94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,https://www.last.fm/music/Method+Man,0,"Hip-Hop, rap, wu-tang"
Rita Ora,16503067,819226,c9dd033c-0270-463c-b3ec-f4b7712486fe,https://www.last.fm/music/Rita+Ora,0,"pop, female vocalists, dance"
The Rasmus,22526992,818933,012e3432-71d3-4317-9ce5-b60cb6cdc38f,https://www.last.fm/music/The+Rasmus,0,"rock, alternative rock, finnish"
Obie Trice,4672936,818725,c0f98b1d-1133-46d6-ab05-723a95cb5453,https://www.last.fm/music/Obie+Trice,0,"rap, Hip-Hop, hip hop"
Skid Row,16097394,817981,6da0515e-a27d-449d-84cc-00713c38a140,https://www.last.fm/music/Skid+Row,0,"hard rock, heavy metal, hair metal"
LL Cool J,6601543,817012,a4dd0e77-83b8-4e92-89b7-effb0e47fd8c,https://www.last.fm/music/LL+Cool+J,0,"Hip-Hop, rap, hip hop"
2 Chainz,13358026,815875,dff0d392-4cd5-4052-9fbb-f485df3891e5,https://www.last.fm/music/2+Chainz,0,"Hip-Hop, rap, trap"
Stromae,18557986,815822,ab2528d9-719f-4261-8098-21849222a0f2,https://www.last.fm/music/Stromae,0,"electronic, dance, belgian"
She & Him,31905265,815078,fb821608-35fd-4a45-a4b2-1a0537cee111,https://www.last.fm/music/She+&+Him,0,"folk, indie, indie pop"
Lindsay Lohan,9963360,814969,63b43c69-b822-4268-bdad-bcde12531f50,https://www.last.fm/music/Lindsay+Lohan,0,"pop, female vocalists, pop rock"
Mayday Parade,28999723,814000,39076047-fce8-44cc-a388-4f6baba4acb4,https://www.last.fm/music/Mayday+Parade,0,"pop punk, emo, rock"
Thelonious Monk,13674972,813408,8e8c7417-c905-46b1-b42a-5260b4274ed4,https://www.last.fm/music/Thelonious+Monk,0,"jazz, bebop, piano"
Tim McGraw,11412396,812599,7e5cfc9a-e9e1-46f1-b81a-861b12049488,https://www.last.fm/music/Tim+McGraw,0,"country, Tim McGraw, modern country"
Madeleine Peyroux,12067895,811419,7f260b9c-bea7-469b-9ba8-0daec7d2c85c,https://www.last.fm/music/Madeleine+Peyroux,0,"jazz, female vocalists, blues"
Sugarcult,13217993,810642,0cc9e56e-a623-47ea-b5f2-1a1757cc2426,https://www.last.fm/music/Sugarcult,0,"rock, punk rock, alternative"
The Futureheads,10793940,810342,0cf9d983-aecf-4d57-9e94-fde2beac014f,https://www.last.fm/music/The+Futureheads,0,"indie, seen live, indie rock"
Nena,6862970,810161,c954d136-c7fd-4fd9-8bb0-fb0491fc6a02,https://www.last.fm/music/Nena,0,"german, pop, 80s"
The Turtles,6429937,810020,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,https://www.last.fm/music/The+Turtles,0,"60s, classic rock, rock"
The Magnetic Fields,39524225,809556,3ff72a59-f39d-411d-9f93-2d4a86413013,https://www.last.fm/music/The+Magnetic+Fields,0,"indie, indie pop, Lo-Fi"
Franz Liszt,8192422,808699,2cd475bb-1abd-40c4-9904-6d4b691c752c,https://www.last.fm/music/Franz+Liszt,0,"Classical, piano, romantic"
Scooter,21507121,807710,ecfb0632-bc69-4796-99c5-fad5e7f91fcc,https://www.last.fm/music/Scooter,0,"techno, dance, electronic"
Rick Astley,6153584,807033,db92a151-1ac2-438b-bc43-b82e149ddd50,https://www.last.fm/music/Rick+Astley,0,"pop, 80s, rickroll"
Buzzcocks,13945430,806835,31e9c35b-2675-4632-8596-f9bd9286f6c8,https://www.last.fm/music/Buzzcocks,0,"punk, punk rock, british"
Janelle Monáe,30152346,806712,ee190f6b-7d98-43ec-b924-da5f8018eca0,https://www.last.fm/music/Janelle+Mon%C3%A1e,0,"soul, rnb, female vocalists"
French Montana,9782632,806641,45dc5f07-6609-4760-a933-8c9e0f858d05,https://www.last.fm/music/French+Montana,0,"Hip-Hop, rap, hip hop"
John Mellencamp,8253254,805693,0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,https://www.last.fm/music/John+Mellencamp,0,"rock, classic rock, singer-songwriter"
Jamie Foxx,5886404,805435,15a5da16-8b89-4047-aefe-81473c97b5b2,https://www.last.fm/music/Jamie+Foxx,0,"rnb, soul, Hip-Hop"
Michelle Branch,11298878,804077,a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,https://www.last.fm/music/Michelle+Branch,0,"pop, female vocalists, singer-songwriter"
Perry Como,5617701,802460,0182474b-8a1d-46d0-9d0f-e6df353335ea,https://www.last.fm/music/Perry+Como,0,"jazz, oldies, 50s"
Sick Puppies,15139031,802325,86f78011-5087-48d2-8922-c381d2eb0c40,https://www.last.fm/music/Sick+Puppies,0,"alternative rock, rock, alternative"
Blake Shelton,10605940,802250,2ad66473-ccb3-41d2-8756-b56680cdfe62,https://www.last.fm/music/Blake+Shelton,0,"country, modern country, Blake Shelton"
Alexi Murdoch,10068286,801009,750e9439-2e5d-4afd-92cc-d23183cd7606,https://www.last.fm/music/Alexi+Murdoch,0,"singer-songwriter, folk, acoustic"
Darude,6408796,800714,9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4,https://www.last.fm/music/Darude,0,"trance, electronic, dance"
Chiddy Bang,9741944,800698,d452681b-41e0-46a0-bb17-e77d23dfc220,https://www.last.fm/music/Chiddy+Bang,0,"Hip-Hop, rap, electronic"
House of Pain,6117930,800466,c2d6a6fb-7999-4bb3-b2df-7d752fdf4e95,https://www.last.fm/music/House+of+Pain,0,"Hip-Hop, rap, old school"
Amerie,6646643,800262,56ef1af4-5184-49f8-a972-583f35c2485c,https://www.last.fm/music/Amerie,0,"rnb, female vocalists, pop"
Sarah Vaughan,8054842,797912,351d8bdf-33a1-45e2-8c04-c85fad20da55,https://www.last.fm/music/Sarah+Vaughan,0,"jazz, female vocalists, jazz vocal"
Phantogram,21723320,796598,dfe78af2-779e-4137-826a-3073a16e3278,https://www.last.fm/music/Phantogram,0,"trip-hop, electronic, indie"
Feeder,16447302,794456,88a4cd4e-5dee-4153-8462-0d5e43c75f47,https://www.last.fm/music/Feeder,0,"rock, seen live, indie"
Jackson Browne,9141048,793692,88527d26-7496-47c5-8358-ebdb1868a90f,https://www.last.fm/music/Jackson+Browne,0,"singer-songwriter, classic rock, rock"
Stan Getz,11596317,792712,8f2422ab-0ec6-4c92-80c4-afe9622fab32,https://www.last.fm/music/Stan+Getz,0,"jazz, Bossa Nova, saxophone"
Toro y Moi,32642916,792677,3a6d6481-142d-423f-91d4-55bbfff318ed,https://www.last.fm/music/Toro+y+Moi,0,"chillwave, electronic, Lo-Fi"
Antony and the Johnsons,24429679,792004,90cc2464-234e-4da0-b39b-576f36e633bc,https://www.last.fm/music/Antony+and+the+Johnsons,0,"singer-songwriter, indie, alternative"
Red,21744049,791599,f934452d-a26d-4fc9-88e6-188d721ae7a5,https://www.last.fm/music/Red,0,"alternative rock, christian rock, rock"
Kid Rock,9549909,791276,ad0ecd8b-805e-406e-82cb-5b00c3a3a29e,https://www.last.fm/music/Kid+Rock,0,"rock, hard rock, alternative rock"
Five for Fighting,8794575,790948,23eeaeaf-423d-4859-8c91-2175ece74287,https://www.last.fm/music/Five+for+Fighting,0,"alternative, rock, singer-songwriter"
Thomas Newman,18509940,790321,348f3a5f-5112-4d72-b33b-11c60b4f9af2,https://www.last.fm/music/Thomas+Newman,0,"Soundtrack, instrumental, ambient"
Paul Oakenfold,10270943,789409,7bf1f441-ccf1-4258-9797-07c8d16eb44c,https://www.last.fm/music/Paul+Oakenfold,0,"trance, electronic, dance"
Metro Station,13194075,788682,ab7ebf8c-059f-4071-93b1-dd3ae80d60b2,https://www.last.fm/music/Metro+Station,0,"electronic, powerpop, indie"
Luther Vandross,6329772,788483,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,https://www.last.fm/music/Luther+Vandross,0,"soul, rnb, male vocalists"
The Head and the Heart,14916844,786866,98cb416e-5271-484c-ab3b-6bed6b4aae12,https://www.last.fm/music/The+Head+and+the+Heart,0,"folk, indie, alternative"
Dinah Washington,6601266,786621,d385947d-c00d-4311-9cf1-a032a1d4040b,https://www.last.fm/music/Dinah+Washington,0,"jazz, female vocalists, blues"
Three 6 Mafia,12386740,786131,a8754ac4-a85e-4f48-a81f-eecd482570ef,https://www.last.fm/music/Three+6+Mafia,0,"rap, Hip-Hop, Dirty South"
Reel Big Fish,24466837,785636,5e5480be-eded-44ad-9c45-f6136ec2f5db,https://www.last.fm/music/Reel+Big+Fish,0,"ska, ska punk, seen live"
Aimee Mann,15446657,785436,db3c0a20-bf05-4b30-ac22-f294aea24172,https://www.last.fm/music/Aimee+Mann,0,"female vocalists, singer-songwriter, indie"
Édith Piaf,14820213,785399,4f8ef4a3-40fa-46b5-8773-97686a8424f4,https://www.last.fm/music/%C3%89dith+Piaf,0,"french, chanson, female vocalists"
Plies,4524697,785332,72f62a4c-0042-49f6-b4dc-2f5b27dd289f,https://www.last.fm/music/Plies,0,"rap, Hip-Hop, Dirty South"
Aqualung,10190162,784632,1b3e92d4-1c68-412d-a92d-1172f24f7de3,https://www.last.fm/music/Aqualung,0,"indie, singer-songwriter, alternative"
Yo Gotti,5190672,780829,b02ec63e-e78d-43e5-a594-462e95036e8d,https://www.last.fm/music/Yo+Gotti,0,"rap, Dirty South, Hip-Hop"
Underoath,37968288,780601,674a7e8c-9682-419a-8e05-2358e28b5359,https://www.last.fm/music/Underoath,0,"screamo, post-hardcore, hardcore"
Rogue Wave,10592931,780546,6aa55ee1-4c46-4f7c-9a6d-5051dfe2c06d,https://www.last.fm/music/Rogue+Wave,0,"indie, indie rock, seen live"
Thousand Foot Krutch,23926228,780083,1339fab0-3ad8-4b8e-afac-7b7ae34509c7,https://www.last.fm/music/Thousand+Foot+Krutch,0,"alternative rock, christian rock, rock"
Silverstein,33409937,780021,d89de379-665d-425c-b2e9-41b95d1edb36,https://www.last.fm/music/Silverstein,0,"post-hardcore, screamo, emo"
Jurassic 5,16455395,779837,11c6b106-1c1f-429d-8407-b1ee155d7f72,https://www.last.fm/music/Jurassic+5,0,"Hip-Hop, hip hop, rap"
The New Pornographers,27941553,778659,25b75a66-ce83-4db3-b136-395a3c3784c4,https://www.last.fm/music/The+New+Pornographers,0,"indie, indie rock, seen live"
The Whitest Boy Alive,21857482,778215,f83781c8-64f9-4657-85bd-51f74d195cfd,https://www.last.fm/music/The+Whitest+Boy+Alive,0,"indie, electronic, seen live"
Crazy Town,6905416,776123,8996b655-fbad-4018-b430-1bd8fab43235,https://www.last.fm/music/Crazy+Town,0,"rapcore, Nu Metal, alternative"
James Vincent McMorrow,13167924,776098,3b7b1fd3-6952-4aa8-9467-40b105d1039b,https://www.last.fm/music/James+Vincent+McMorrow,0,"folk, singer-songwriter, indie"
The Academy Is...,24411752,776057,eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac,https://www.last.fm/music/The+Academy+Is...,0,"emo, indie, alternative"
Peaches,13370697,775944,3b1a5ad8-badd-4504-b37d-690835f13a0c,https://www.last.fm/music/Peaches,0,"Electroclash, electronic, female vocalists"
Antonín Dvořák,7505218,775009,819eaeb2-8dd8-48a5-ad07-0bcd137985ef,https://www.last.fm/music/Anton%C3%ADn+Dvo%C5%99%C3%A1k,0,"Classical, romantic, Czech"
Cults,14622299,774951,4c671d5a-7027-4398-8055-03e61d1a3967,https://www.last.fm/music/Cults,0,"indie pop, Lo-Fi, experimental"
Sophie Ellis-Bextor,14827890,774690,c4b87e45-c07a-460f-9c58-8d15328e2964,https://www.last.fm/music/Sophie+Ellis-Bextor,0,"pop, dance, female vocalists"
Harry Nilsson,8728211,774619,e5963d26-01fa-40f5-b200-e0127f410a45,https://www.last.fm/music/Harry+Nilsson,0,"singer-songwriter, classic rock, rock"
Girls Aloud,20656656,774285,a0b2f210-cd3a-453d-937d-e4f2658d17c7,https://www.last.fm/music/Girls+Aloud,0,"pop, british, female vocalists"
Atmosphere,34063549,773756,f77ff758-01ca-4fa5-acf8-cd741f986d1c,https://www.last.fm/music/Atmosphere,0,"Hip-Hop, underground hip-hop, rap"
John Frusciante,43134627,773596,f1571db1-c672-4a54-a2cf-aaa329f26f0b,https://www.last.fm/music/John+Frusciante,0,"alternative, singer-songwriter, experimental"
Ben Folds Five,15523433,772835,abe2669a-a612-4bf6-9193-bb4f4b8a9088,https://www.last.fm/music/Ben+Folds+Five,0,"alternative, rock, indie"
The Cribs,16205041,772617,a3a92047-be1c-4f3e-8960-c4f8570984df,https://www.last.fm/music/The+Cribs,0,"indie, seen live, indie rock"
Bad Company,8516437,771542,eba5d39f-8cb7-4d54-871d-297e5d7f1aad,https://www.last.fm/music/Bad+Company,0,"classic rock, rock, hard rock"
Relient K,24751529,769496,a49b5d41-7399-49ef-bcb8-a5779a30d2e9,https://www.last.fm/music/Relient+K,0,"rock, pop punk, christian rock"
The Specials,12342328,768578,586c06cd-b81b-4a55-bcfc-7ce8078907f0,https://www.last.fm/music/The+Specials,0,"ska, two-tone, reggae"
Primus,22335314,767533,84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2,https://www.last.fm/music/Primus,0,"funk metal, alternative, alternative rock"
Tech N9ne,18548848,767239,dde3d9b1-0e44-48bc-b0c9-d739b3570000,https://www.last.fm/music/Tech+N9ne,0,"rap, Hip-Hop, Horrorcore"
Mr. Scruff,9763779,767211,234bab50-2f04-4d21-8f91-df93ef554855,https://www.last.fm/music/Mr.+Scruff,0,"electronic, ninja tune, trip-hop"
Bobby Darin,6152862,766241,1f223eed-aa38-49da-9e76-62ab3adc2e04,https://www.last.fm/music/Bobby+Darin,0,"jazz, swing, oldies"
D'Angelo,13803812,766072,1e84ef87-440c-4857-ad46-2bfab071b5cb,https://www.last.fm/music/D%27Angelo,0,"soul, Neo-Soul, rnb"
Milky Chance,14831224,765831,6d230d98-fb8d-4421-a6e8-daca4e55d53e,https://www.last.fm/music/Milky+Chance,0,"indie, seen live, indie rock"
First Aid Kit,20974085,765278,e4466078-fb0f-4899-98a2-7c7dfeb14714,https://www.last.fm/music/First+Aid+Kit,0,"folk, swedish, seen live"
Basshunter,16045166,765042,255e2420-5b02-452b-9771-0512ebe78090,https://www.last.fm/music/Basshunter,0,"dance, electronic, techno"
Cassie,6901559,764832,4a8ac23a-e27a-44db-814a-f8c31beb68e6,https://www.last.fm/music/Cassie,0,"rnb, female vocalists, pop"
4 Non Blondes,5360089,764702,efef848b-63e4-4323-8ef7-69a48fbdd51d,https://www.last.fm/music/4+Non+Blondes,0,"rock, female vocalists, alternative rock"
The Horrors,21631653,764562,fe563c67-8e92-416b-bd6e-b53a04a42568,https://www.last.fm/music/The+Horrors,0,"Garage Rock, indie, seen live"
múm,20750350,764196,2b64e811-cbcd-45f7-b29d-296444cad4f1,https://www.last.fm/music/m%C3%BAm,0,"icelandic, electronic, ambient"
Best Coast,25901221,763752,5ab8835e-ac44-4055-9c11-7878199606b5,https://www.last.fm/music/Best+Coast,0,"Lo-Fi, indie, seen live"
Spandau Ballet,6440621,763400,4c0d9acf-a8a1-4765-9c56-05f92f68c048,https://www.last.fm/music/Spandau+Ballet,0,"80s, new wave, pop"
Frankie Goes to Hollywood,5792002,763396,c09c8263-40ef-4352-8031-e438b1ce68fc,https://www.last.fm/music/Frankie+Goes+to+Hollywood,0,"80s, new wave, pop"
Keyshia Cole,6921987,762801,ef73e6ed-9096-4ddb-9799-b94874d0ce33,https://www.last.fm/music/Keyshia+Cole,0,"rnb, soul, female vocalists"
They Might Be Giants,28223045,762233,183d6ef6-e161-47ff-9085-063c8b897e97,https://www.last.fm/music/They+Might+Be+Giants,0,"alternative, indie, rock"
The Alan Parsons Project,16013029,761958,f98711e5-06f7-43ed-8239-da0f61a9c460,https://www.last.fm/music/The+Alan+Parsons+Project,0,"Progressive rock, classic rock, rock"
Le Tigre,13588630,761792,955838b6-ba6c-452f-9642-0ab68bfac926,https://www.last.fm/music/Le+Tigre,0,"indie, electronic, riot grrrl"
Hurts,30947226,761725,fcd954c7-f327-446f-87a3-2c4b242c6f38,https://www.last.fm/music/Hurts,0,"synthpop, electronic, british"
DragonForce,25181079,761171,ef58d4c9-0d40-42ba-bfab-9186c1483edd,https://www.last.fm/music/DragonForce,0,"Power metal, speed metal, metal"
Charles Mingus,12146418,760834,f3b8e107-abe8-4743-b6a3-4a4ee995e71f,https://www.last.fm/music/Charles+Mingus,0,"jazz, bebop, bass"
We the Kings,13534192,760141,6ec79457-b06b-4e3b-83f9-9b26fc7a99bc,https://www.last.fm/music/We+the+Kings,0,"pop punk, powerpop, alternative"
The Mountain Goats,50538337,759954,9639cd52-c351-4a17-9797-58880e95a7ef,https://www.last.fm/music/The+Mountain+Goats,0,"indie, folk, Lo-Fi"
Toby Keith,9058969,758721,2f951906-5629-4fef-a260-5033151c162a,https://www.last.fm/music/Toby+Keith,0,"country, toby keith, male country"
Ill Niño,20615805,758261,91e2e08f-abd7-44d6-9a84-b8a4afa8a265,https://www.last.fm/music/Ill+Ni%C3%B1o,0,"Nu Metal, metal, metalcore"
Julie London,7501763,758202,e7ee5f13-baf5-4a87-b58b-f871c137d4f5,https://www.last.fm/music/Julie+London,0,"jazz, female vocalists, vocal jazz"
Bob Seger,6911668,756125,aeea3060-05ba-4dda-8c92-3dc899e24ce8,https://www.last.fm/music/Bob+Seger,0,"classic rock, rock, singer-songwriter"
Jason Aldean,10942990,755242,f24df11a-7e35-4979-a4db-a3b2a170ce27,https://www.last.fm/music/Jason+Aldean,0,"country, modern country, Jason Aldean"
Ace Hood,4740782,755238,986ee464-cf8a-4e59-a71f-74756102067f,https://www.last.fm/music/Ace+Hood,0,"rap, Hip-Hop, Dirty South"
Tosca,12055818,755094,7441591e-750c-484e-ae17-68427fdce7b7,https://www.last.fm/music/Tosca,0,"downtempo, chillout, electronic"
Paul van Dyk,11718867,754202,092ca127-2e07-4cbd-9cba-e412b4ddddd9,https://www.last.fm/music/Paul+van+Dyk,0,"trance, electronic, dance"
Talk Talk,12920492,752559,a74f43e4-50c4-4b19-a2ce-c05ce9bccb03,https://www.last.fm/music/Talk+Talk,0,"new wave, post-rock, 80s"
George Ezra,15479875,752551,2c5e2a98-d9ea-46b5-9618-d9bb4863a920,https://www.last.fm/music/George+Ezra,0,"indie, folk, singer-songwriter"
A Fine Frenzy,17099288,750008,ccd4426f-aef3-48e3-b04e-2e1de3d1f8d6,https://www.last.fm/music/A+Fine+Frenzy,0,"female vocalists, indie, singer-songwriter"
The Antlers,25071885,749935,ff0d20a7-a69e-4207-a18f-ca808759499d,https://www.last.fm/music/The+Antlers,0,"indie, indie rock, slowcore"
The Dead Weather,20263060,749933,334bd887-9044-4c38-aebd-4baab851efb4,https://www.last.fm/music/The+Dead+Weather,0,"Garage Rock, rock, alternative"
Kodaline,15620343,748962,74aab3b7-93a5-473c-a729-f975234c58b6,https://www.last.fm/music/Kodaline,0,"indie rock, irish, alternative"
Badly Drawn Boy,13722722,748015,0881daf1-20df-4a3e-a84f-6476a84bb172,https://www.last.fm/music/Badly+Drawn+Boy,0,"indie, singer-songwriter, alternative"
Ashley Tisdale,12801239,747872,1fa14a96-c25c-4bb7-b94d-ff453519eab3,https://www.last.fm/music/Ashley+Tisdale,0,"pop, female vocalists, dance"
Dirty Pretty Things,10883544,747851,648615ca-ca74-460d-928a-2bae67ae6d14,https://www.last.fm/music/Dirty+Pretty+Things,0,"indie, indie rock, british"
Anastacia,9765314,747610,d3b2bec4-b70e-460e-b433-a865ceac2de8,https://www.last.fm/music/Anastacia,0,"pop, female vocalists, soul"
Fountains of Wayne,9949069,745868,0f82d6b5-12fb-4569-b047-a00194f572a7,https://www.last.fm/music/Fountains+of+Wayne,0,"power pop, rock, alternative"
Isaac Hayes,5819963,745385,a2361c7d-ddb6-41c1-a9a0-be09fbbb8d21,https://www.last.fm/music/Isaac+Hayes,0,"soul, funk, rhythm and blues"
The Ataris,13802963,745190,57805d77-f947-4851-b7fb-78baad154451,https://www.last.fm/music/The+Ataris,0,"punk, punk rock, rock"
Mat Kearney,11267291,744864,320d40d6-28dd-42d7-b05f-7e6e8d399a2e,https://www.last.fm/music/Mat+Kearney,0,"singer-songwriter, acoustic, indie"
Carole King,8947379,744809,bf6c29f5-b69f-4842-9031-37f9645d365d,https://www.last.fm/music/Carole+King,0,"singer-songwriter, female vocalists, folk"
Ladyhawke,14782817,744361,2e547c75-36c1-49d0-984e-b14498c936f0,https://www.last.fm/music/Ladyhawke,0,"electronic, indie, female vocalists"
The-Dream,6655893,744212,66a4b9d2-d5a6-40b8-93d5-0bdd1dbb4b43,https://www.last.fm/music/The-Dream,0,"rnb, r&b, male vocalists"
Zebrahead,22512378,743276,4df5d35b-a9d4-4d4f-91f6-bae55693de31,https://www.last.fm/music/Zebrahead,0,"punk rock, punk, pop punk"
William Fitzsimmons,15569379,742861,4f13e8cb-11aa-4b1a-8bb5-0ad1437dbdee,https://www.last.fm/music/William+Fitzsimmons,0,"singer-songwriter, folk, acoustic"
12 Stones,11197703,742320,6f81a7dc-be31-4498-ae95-6d994ffec614,https://www.last.fm/music/12+Stones,0,"alternative rock, rock, christian rock"
You Me at Six,30885641,741830,fb4fc5a6-cbe1-45ff-954c-ef45faceb54d,https://www.last.fm/music/You+Me+at+Six,0,"pop punk, rock, seen live"
The Pharcyde,10587884,741707,d7134426-a937-43bf-bc54-f10ad8102ed9,https://www.last.fm/music/The+Pharcyde,0,"Hip-Hop, hip hop, rap"
Leftfield,7947776,741011,369fbad4-6fa4-4dae-9842-a69826cd359d,https://www.last.fm/music/Leftfield,0,"electronic, electronica, techno"
Carla Bruni,14409860,740714,f90575d1-abcb-42b3-ae32-1849312c26e6,https://www.last.fm/music/Carla+Bruni,0,"french, female vocalists, singer-songwriter"
Blackstreet,4125581,740260,d72d000b-b860-44f4-9ac1-5d82e3fff9a9,https://www.last.fm/music/Blackstreet,0,"rnb, Hip-Hop, 90s"
Huey Lewis & The News,7536550,739459,2be6ae30-d220-4419-80da-2a46813ed872,https://www.last.fm/music/Huey+Lewis+&+The+News,0,"80s, rock, classic rock"
MC Hammer,3453876,739087,cba94150-9113-4017-acc2-a8cc0313a084,https://www.last.fm/music/MC+Hammer,0,"Hip-Hop, rap, 90s"
The Pointer Sisters,4819690,736995,81bac815-97c5-4723-8f0b-4d8edfad1010,https://www.last.fm/music/The+Pointer+Sisters,0,"Disco, 80s, pop"
Flux Pavilion,8615503,736985,3ce513c5-bdd4-492c-a875-07e0f3e1993b,https://www.last.fm/music/Flux+Pavilion,0,"dubstep, electronic, bass"
Asher Roth,7287052,735520,c7d35b71-961e-4713-b65d-35a98591204a,https://www.last.fm/music/Asher+Roth,0,"Hip-Hop, rap, underground hip-hop"
Godspeed You! Black Emperor,22769745,734281,3648db01-b29d-4ab9-835c-83f6a5068fe4,https://www.last.fm/music/Godspeed+You%21+Black+Emperor,0,"post-rock, instrumental, experimental"
Manchester Orchestra,23340089,733490,dd91eb4b-6d08-4c14-9eb2-197a02a35f6c,https://www.last.fm/music/Manchester+Orchestra,0,"indie rock, seen live, indie"
Stevie Nicks,9237544,733294,b7f2cca2-72c6-41fb-ae33-53370fc62fe7,https://www.last.fm/music/Stevie+Nicks,0,"female vocalists, classic rock, rock"
Gloria Gaynor,4123951,731754,d5c51c36-ac67-4727-91ed-ee9f0df81a2d,https://www.last.fm/music/Gloria+Gaynor,0,"Disco, 70s, female vocalists"
Delerium,12723000,731053,4279aba0-1bde-40a9-8fb2-c63d165dc554,https://www.last.fm/music/Delerium,0,"ambient, electronic, trance"
Neon Indian,18985138,730780,e8238c02-1cf0-4a51-bfd0-cee93904d351,https://www.last.fm/music/Neon+Indian,0,"electronic, chillwave, psychedelic"
Sugar Ray,7072239,729706,ecc5119f-2ce2-4561-8c36-3aa4dd49e281,https://www.last.fm/music/Sugar+Ray,0,"rock, alternative, alternative rock"
Senses Fail,23379531,729201,b4946461-dacb-4aa9-a77c-7b3231317794,https://www.last.fm/music/Senses+Fail,0,"emo, screamo, seen live"
Banks,30313675,728073,faa28a33-5470-4b90-90c3-e71955d93a44,https://www.last.fm/music/Banks,0,"electronic, downtempo, female vocalists"
Starship,4869079,727790,fbf445c0-11ae-4d3e-af1a-c6e2783e447c,https://www.last.fm/music/Starship,0,"80s, rock, classic rock"
Sergei Rachmaninoff,9137538,726632,44b16e44-da77-4580-b851-0d765904573e,https://www.last.fm/music/Sergei+Rachmaninoff,0,"Classical, piano, russian"
Sleigh Bells,19437662,726408,95f7536d-b2f7-4087-8668-a663ec201f5a,https://www.last.fm/music/Sleigh+Bells,0,"electronic, noise pop, Lo-Fi"
"""Weird Al"" Yankovic",17863155,725823,7746d775-9550-4360-b8d5-c37bd448ce01,https://www.last.fm/music/%22Weird+Al%22+Yankovic,0,"comedy, parody, funny"
The Proclaimers,6245654,725783,1303b976-b862-4f04-94fd-a8d444e06714,https://www.last.fm/music/The+Proclaimers,0,"Scottish, rock, pop"
Chaka Khan,5701869,724391,900e9144-019d-4043-86cb-ec0e127c39d0,https://www.last.fm/music/Chaka+Khan,0,"soul, funk, female vocalists"
Alabama Shakes,16910707,723982,40419b33-18e9-4d5a-a674-30b4bb14bac2,https://www.last.fm/music/Alabama+Shakes,0,"blues, soul, seen live"
Pusha T,17865947,723447,14ecd19f-7121-4192-8549-e5056241a42f,https://www.last.fm/music/Pusha+T,0,"Hip-Hop, rap, hip hop"
Jessie Ware,23717469,723414,6ed40778-8d03-4a5c-ad35-93cf814627c9,https://www.last.fm/music/Jessie+Ware,0,"soul, pop, seen live"
Buena Vista Social Club,15480370,721898,2a85ecff-41e9-4be1-aca6-c87054a4c334,https://www.last.fm/music/Buena+Vista+Social+Club,0,"latin, cuban, jazz"
Jack's Mannequin,26012160,721685,2b6514cd-d424-45fe-ab85-bd8719f4492d,https://www.last.fm/music/Jack%27s+Mannequin,0,"piano rock, alternative, emo"
